bibcode,title,author,pubdate,url,abstract,keywords
2024LPICo3063.5006T,"All Female Crew ""Lotus"" for Artemis Base Camp: EuroMoonMars Poland EMMPOL21/AATC85 Campaign 2024","Tataj, H. Z.; Della Guardia, J.; Harutyunyan, H.; Ramos Moreno, L.; Verdan, C.; Kołodziejczyk, A.; Komenda, K.; Foing, B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5006.pdf,"An overview of the ""Lotus"" AATC85 EMMPOL21 LUNEX EuroMoonMars all-female mission. As space exploration is a frontier of research and technology development an on-Earth moonbase simulation can provide insight for future space missions such as Artemis.",
2024LPICo3063.5007L,4Artemis3 Rehearsal with the First Woman on the Moon,"Laforet, C.; Harvey, M.; Kołodziejczyk, A.; Foing, B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5007.pdf,"Artemis 3, set for NET September 2026, will return humans to the Moon, including the first woman. The 4Artemis3 LUNEX EuroMoonMars Poland initiative conducted a seven-day analog mission in a windowless Moonbase, simulating the Artemis 3 with 2-crew.",
2024LPICo3063.5008S,Update on the Prospects for Finding Ice on the Moon,"Schorghofer, N.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5008.pdf,"The remarkable observations by ShadowCam, advances regarding the spin axis evolution of the Moon, and other recent results call for a reassessment of the distribution of lunar ice. A consistent picture for ice on the Moon has begun to emerge.",
2024LPICo3063.5009J,Computational Analysis of Adhesive Properties of Mussel Foot Proteins from Mytilus Californianus as a Model in Space Environments,"Jagmag, S. H.; D'souza, N.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5009.pdf,"This study explores the stability of mussel foot proteins (MFPs) under space conditions using molecular dynamics simulations, revealing potential applications in space bioadhesives and medicine.",
2024LPICo3063.5012J,"The Exciting Possibilities with 3D Printing for Space Travel, Lunar Colonization, and Infrastructure","Johnson, J. C.; Tymchuk, B. M.; Johnson, P. A.; Mardon, A. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5012.pdf,This article focuses on the amazing possibilities and assistance that 3D printing can provide to space travel and colonization.,
2024LPICo3063.5013R,On the Importance of Geological and Geophysical Lunar Field Work Enabled by Artemis Base Camp,"Runyon, K. D.; Buxner, S.; Crane, K.; Crow, C.; Douglas, A.; Edgar, L.; Eppler, D.; Hurtado, J. M.; Rubins, K.; Wagner, M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5013.pdf,Time and equipment are the most geoscience-enabling aspects of having one or multiple Artemis Base Camps on the Moon to support crew. We present six Findings highlighting advancements to lunar geoscience from such base camps.,
2024LPICo3063.5016N,Surface Operation Plan for the Heat Flow Measurement on the Blue Ghost Mission to Mare Crisium,"Nagihara, S.; Sanasarian, L.; Ngo, P.; Zacny, K.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5016.pdf,The surface operation plan for the heat flow probe on the CLPS mission to Mare Crisium by Firefly Aerospace is described.,
2024LPICo3063.5017T,"ExoSpaceHab-Xpress: Preparing a Habitat for Luna Colonization, Artemis Base Camp","Tataj, H. Z.; Laforet, C.; Foing, B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5017.pdf,"As space colonization is inventible, on-Earth simulations can provide valuable information. The ExoSpaceHub-Xpress, is a habitat where such missions can be hosted. During them the essential equipment, electronic devices, and tools can be determined.",
2024LPICo3063.5018S,Outer Space Classroom in Meteorite Lab: How to Develop School-Based Lessons about Moon Exploration through Lunar Meteorites and Historic Artifacts,"Sit, E. C. L.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5018.pdf,"The ""Outer Space Classroom"" uses interactive models, samples, and activities to engage students in multisensory STEAM learning about space exploration.",
2024LPICo3063.5019F,Lunar Helium-3: New Insights from Apollo-Era Regolith Sample Studies,"Frank, E. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5019.pdf,"Interlune aims to be the first company to commercialize lunar helium-3. Here, I offer new interpretations of Apollo-era helium measurements of lunar regolith through the lens of recent microscopy studies.",
2024LPICo3063.5020F,Impact Resurfacing of the Artemis Exploration Zone (AEZ): Sample Locations for Primordial Crust and South Pole-Aitken (SPA) Ejecta,"Frueh, T.; Camon, A.; Boyce, M.; Halwa, S.; Ligeza, G.; Lemelin, M.; Kring, D. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5020.pdf,"In this study, we provide insides into the south pole stratigraphy and identify optimal sampling locations for primordial crust and SPA materials. We include ejecta thickness modeling, and excavation depth and compositional analyses.",
2024LPICo3063.5021M,Canada's Rover Development for Lunar Surface Exploration,"Morisset, C. -E.; Bergeron, M.; Haltigin, T.; Hill, P.; Lamarche, T.; Lange, C.; Moroso, F.; Picard, M.; Saint-Jacques, D.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5021.pdf,CSA has been working on the development and launch of two rovers: The Canadian Lunar Rover and the Lunar Utility Vehicle.,
2024LPICo3063.5022D,Space Art: Enhancing Effects of Japanese Calligraphy in a Space Simulation,"Della Guardia, J.; Tataj, H. Z.; Foing, B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5022.pdf,This study aims to explore the potential of calligraphy in mitigating stress during a lunar base simulation at the Analogue Astronaut Training Center in Poland. It is crucial for astronauts to partake in stress-reducing activities.,
2024LPICo3063.5023B,NASA STMD Lunar Surface Innovation Consortium In-Situ Resource Utilization Focus Group: Update and Path Forward,"Berdis, J.; Hibbitts, C. A.; Coburger, A.; Nord, M.; Miller, R.; Burke, P.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5023.pdf,The Lunar Surface Innovation Consortium (LSIC) In-Situ Resource Utilization (ISRU) Focus Group facilitates the development of ISRU-related technology to enable a sustained presence of the surface of the Moon.,
2024LPICo3063.5024G,Magnetotelluric Sounding of the Lunar Interior at Mare Crisium and Schrodinger Basin,"Grimm, R. E.; Delory, G. T.; Espley, J. R.; Stillman, D. E.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5024.pdf,Magnetotellurics will probe the lunar interior at two locations at higher vertical resolution than ever before and without needing an orbital reference measurement. The soundings will contribute to understanding lunar differentiation and asymmetry.,
2024LPICo3063.5025E,Modeling Lunar Time,"Eubanks, T. M.; Blase, J. W.; Asmar, S.; Bills, B. G.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5025.pdf,"The White House OSTP has instructed NASA to develop a Coordinated Lunar Time (LTC), a lunar analog of TAI. Here, we describe initial efforts to model LTC, including the effects of tidal redshifts, and compare the agreement of 4 models.",
2024LPICo3063.5026C,Cubic Zirconia in Northwest Africa 12593: Evidence of an Era of Intense Bombardment to the Earth-Moon System ~3.5 Ga,"Crow, C. A.; Erickson, T. M.; Economos, R.; Lehman-Franco, K.; Boyce, J. W.; Davis, J. R.; Diaz, C. A.; Flowers, R. M.; Brounce, M.; Schoene, B.; Benowitz, J. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5026.pdf,"We present the first observation of baddeleyite with cubic phase heritage, indicative of formation at temperatures &gt;2370°C in lunar meteorite NWA 12593, which have ages contemporaneous with multiple impacts on Earth asteroid 4 Vesta.",
2024LPICo3063.5027N,Farside Seismic Suite: A Pathway to Implement a Lunar Seismic Network via Commercial Missions,"Nunn, C.; Panning, M. P.; Kedar, S.; Bowles, N.; Calcutt, S.; Drilleau, M.; Garcia, R.; Horleston, A.; Kawamura, T.; Lognonné, P.; Miller, E.; Mimoun, D.; Pike, W. T.; de Raucourt, S.; Weber, R.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5027.pdf,"We propose a network of seismometers on the Moon, using NASA's commercial program, to form the backbone of an international seismic network.",
2024LPICo3063.5028H,Exploring Lunar Water and Volatiles with the Heterodyne OH Lunar Miniature Spectrometer (HOLMS),"Hosseini, S.; Davidsson, B.; Hendrix, A.; Gronoff, G.; Hendrix, A.; Hurley, D.; Colaprete, A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5028.pdf,"The following decades will revolutionize space exploration with advanced technologies. We are developing an ultra-mini UV spectrometer to measure lunar water to study its distribution, which is crucial for understanding lunar volatiles and the water cycle.",
2024LPICo3063.5029P,Combined XRF/XRD Instrument for In Situ Planetary Composition,"Pillai, N. S.; Vadodariya, K.; Narendranath, S.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5029.pdf,Baseline design of a compact XRF/XRD instrument that can be flown on future planetary rovers is conceived based on simulation modules. Reflection geometry is demonstrated using lab setup and the relationship between instrument parameters is studied.,
2024LPICo3063.5030L,Updated Kaguya Terrain Camera Ames Stereo Pipeline Derived Digital Terrain Models,"Laura, J. R.; Alexandrov, O.; Adoram-Kershner, L.; Bauck, K.; Wheeler, B.; Hare, T. M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5030.pdf,"This abstract describes the release of over 127,000 medium resolution lunar DTMs, usable for a myriad of science and engineering applications.",
2024LPICo3063.5031R,Mini-RF Radar-Derived Lunar Rock Abundance: Implications for Landing Site Hazard Assessment in the South Pole,"Rivera-Valentín, E. G.; Fassett, C. I.; Powell, T. M.; Patterson, G. W.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5031.pdf,We developed a radar-derived rock abundance map for the Moon that can be used for landing site hazard assessment in the South Pole.,
2024LPICo3063.5032I,Australian Undergraduate Participation in Milo Mission Academy for Lunar Exploration,"Iles, G. N.; Keegan, M.; Thomas, D.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5032.pdf,"The Milo Mission Academy led by Arizona State University makes space science and exploration accessible to countries around the world. In 2024, Australian students participated for the first time, producing design review documents for a lunar rover.",
2024LPICo3063.5033K,Status Update on Endurance: A South Pole-Aitken Sample Return and Exploration Rover,"Keane, J. T.; Baker, J. D.; Elliott, J. O.; Kornfeld, R. P.; Nesnas, I. A.; Stone, H. W.; Khan, N.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5033.pdf,"Over the last year, JPL has made substantial progress in advancing the Endurance mission concept for a long-range rover to explore the Moon's enormous South Pole-Aitken basin and deliver samples to Artemis astronauts.",
2024LPICo3063.5034A,Simulation Verification of Lava Cave Detection with GPR,"Auld, M. W.; Macnae, J. C.; Iles, G. N.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5034.pdf,Field data from the Undara National Park in Australia has allowed characterisation of a lightweight GPR antenna for eventual deployment on the Moon. Simulations here verify experimental subsurface feature depth estimates and lava tube diameters.,
2024LPICo3063.5035I,Lithospace: Unveiling a New Platform for Comprehensive Moon and Mars Data Analysis,"Iles, G. N.; Kohlmann, F.; Noble, W.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5035.pdf,"Australian geoscience data company, Lithodat, have made their LithoSpace unique space data platform publicly available in 2024. LithoSpace provides geochemical analytical tools of the Moon and Mars.",
2024LPICo3063.5036M,Flow of Granular Materials in Micro-G,"Madden, I. P.; Muruganandam, S.; Ray, S. S.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5036.pdf,Using simulation guided by experiment we study the flow and jamming behavior of granular lunar regolith simulants in reduced gravity conditions.,
2024LPICo3063.5037C,Update on Completed and Upcoming Deliveries of NASA Payloads to the Moon via Commercial Lunar Payload Services (CLPS),Commercial Lunar Payload Services (CLPS),2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5037.pdf,"We will present results from the NASA payloads that flew on the first two commercial missions to the Moon, provide an update on the NASA payloads flying on the next two commercial missions, and summarize our lessons learned.",
2024LPICo3063.5038Z,PlanetVac: Regolith Mining Systems for CLPS Firefly Blue Ghost Lander,"Zacny, K.; Firzgerald, Z.; Jung, H.; Vendiola, V.; Borcyk, N.; Misra, R.; Alattas, M.; Johnson, T.; Carrington, K.; Wohl, C.; Mueller, R.; Banks, M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5038.pdf,PlanetVac is a low cost sample delivery system for in-situ science or sample return missions.,
2024LPICo3063.5039H,Hadley Max 500-Day Design Reference Mission (DRM) to the Apollo 15 Hadley Apennine Region: Outstanding Scientific Questions,"Head, J.; Scott, D.; Boatwright, B.; Rothschild, L.; Maurer, C.; Eppler, D.; Creel, R.; Martin, R.; Fryd, D.; Daniti, M.; Mickey, W.; Sun, J.; Gao, T.; Buchanan, E.; Kuehr, K.; LeBlanc, N.; Hossain, R.; Seeb, R.; van der Bogert, C.; Hiesinger, H.; Iqbal, W.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5039.pdf,"We present science goals/objectives for a 500-day Hadley-Apennine Design Reference Mission providing guidance for requirements for extended Moon-Mars stays and mission design/architecture elements (habitats, human/robotic rovers, CONOPS, etc.).",
2024LPICo3063.5041C,Solving Moon Rover Thermal Engineering Challenges,"Creel, R. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5041.pdf,Ron will detail Apollo Lunar Roving Vehicle (LRV) thermal engineering experiences and recommendations for future Artemis Moon Crewed and Robotic roving exploration.,
2024LPICo3063.5042L,Deploying Extreme Sensitive Laser Strainmeter and Distributed Accoustic Sensing on Future Artemis Opportunities: Geophysical Goals and Challenges,"Lognonné, P.; Panning, M.; Tauzin, B.; Kawamura, T.; Karan, J.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5042.pdf,"Future Artemis opportunities will be able to deploy extreme sensitivity instruments, such as laser strain meters or distributed accoustic strainmeters, able to merge geophysical and astrophysical science goals.",
2024LPICo3063.5043T,Laser Interferometer Lunar Antenna,"Trippe, J. M.; Jani, K.; Quetschke, V.; Reed, R. A.; Sierawski, B. D.; Karsai, G.; Lognonné, P.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5043.pdf,The Laser Interferometer Laser Antennae (LILA) will utilize the moon's quiet seismic background to make measurements of gravitational waves unable to be performed on Earth and measure the lunar interior composition to an unprecedented accuracy.,
2024LPICo3063.5044G,Implications of the Nucleation Barrier on Lunar Core Evolution,"Gutierrez, S.; Hauck, S. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5044.pdf,"To better understand the role of the nucleation barrier in planetary evolution, we model the formation of the lunar solid inner core. We self consistently model the effects of supercooling and composition on core solidification for an Fe–S system.",
2024LPICo3063.5045S,Proposed End-To-End Lunar Capillary Absorption Spectrometer (LuCAS) System for Isotopic and Abundance Analysis of Lunar Volatiles,"Sheeran, F. J.; King, I. R.; Kriesel, J.; Fahrland, A.; Emerson-Shurilla, K.; Stern, J. C.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5045.pdf,"The Lunar Capillary Absorption Spectrometer (LuCAS) is a novel end-to-end isotope and gas analyzer for studying lunar volatiles. LuCAS measures abundance and isotopic ratios of H2O and CO2 in regolith, as well as abundance of gases such as H2S.",
2024LPICo3063.5046F,Opportunistic Science with Inertial Measurement Units on the Moon,"Fernando, B. A.; Lewis, K.; Schmerr, N.; Gansler, K.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5046.pdf,The next generation of lunar science and exploration missions will all carry Inertial Measurements Units (IMUs). These IMUs are highly sensitive engineering instruments with the potential for use as scientific instruments as well.,
2024LPICo3063.5047L,Lunar Spatial Data Infrastructure: Supporting Data Interoperability through Community Standards,"Laura, J. R.; Archinal, B. A.; Beyer, R. A.; Hunter, M. A.; Kestay, L.; Prosser, J. W.; Stopar, J. D.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5047.pdf,This abstract describes the efforts of the Lunar Spatial Data Infrastructure Working Group to build community driven standards around lunar spatial data.,
2024LPICo3063.5048F,Supporting Early-Career Researchers on Future Lunar Missions,"Fernando, B. A.; Daubar, I. J.; Newman, C.; Beghein, C.; Irving, J. C. E.; Johnson, C.; Panning, M. P.; Pleasa, A. C.; Smrekar, S.; Stanley, S.; Banerdt, W. B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5048.pdf,Planetary science missions come with their own challenges for early-career researchers (ECRs). We will discuss strategies future lunar missions may put in place to better support them.,
2024LPICo3063.5049N,Development Status of the Canadian Lunar Rover,"Newman, J.; Edmundson, P.; Middleton, J.; Hackett, J.; Roberts, P.; Lalla, E.; Besko, G.; Osinski, G. R.; Cunje, A.; Tornabene, L.; Cloutis, E. A.; Lemelin, M.; Moroso, F.; Morisset, C. -E.; Lamarche, T.; Greenhagen, B. T.; Cahill, J. T. S.; Clyde, B.; Ryan, K.; Smith, M. B.; MacEwan, S. J.; CLR Team",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5049.pdf,The Canadian Lunar Rover (CLR) is the flagship of the Canadian Space Agency's Lunar Exploration Accelerator Program (LEAP) and will be the first ever Canadian-led planetary surface mission.,
2024LPICo3063.5050W,Lunar-VISE Landing Site Selection and Characterization,"Williams, J. -P.; Landis, M. E.; Bennett, K. A.; Valencia, S.; Donaldson Hanna, K. L.; Dove, A.; O'Brien, P.; Mazarico, E.; Denevi, B. W.; Hagerty, J.; Hardgrove, C.; Hayne, P. O.; LaMee, A.; Prettyman, T. H.; Shirley, K. A.; Siegler, M. A.; Sunshine, J.; Karcz, J.; Banks, M. E.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5050.pdf,The CP-21 mission will comprise a lander and rover carrying the Lunar-VISE instrument payload. Landing site criteria and characteristics of the selected site are described.,
2024LPICo3063.5051S,The Science Opportunities of Artificially Created Shadowed Regions in the Lunar South Pole,"Saxena, P.; Steinmetz, E. M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5051.pdf,Artificially created topographic modifications to the lunar surface will be an inevitable consequence of planned exploration of the lunar south pole. Many will be shadowed regions and can be leveraged for diagnostic experiments for surface processes.,
2024LPICo3063.5052K,Moon Diver Mission Concept Update: Data Analysis Strategies and Concept of Operations,"Kerber, L.; Gale, R. V.; Moore, N.; Wire, N.; Francis, R.; Uckert, K.; Hockman, B. J.; Radebaugh, J.; Roy, A.; Sellar, R. G.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5052.pdf,"An update on the Moon Diver mare pit exploration mission concept, focusing on what types of data would be collected, how this data would be processed, and how decisions about data collection would be made in real time.",
2024LPICo3063.5054E,Liquid Water in the Lunar Crust,"Eubanks, T. M.; Blase, W. P.; Lingam, M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5054.pdf,"The Moon may possess, in warm layers km below its surface at high latitudes, reservoirs of liquid water, delivered by large impacts in the past and protected from loss by ice-saturated layers nearer to the surface.",
2024LPICo3063.5055G,A Heritage BioSensor Platform for Lunar Biology Experiments,"Govinda Raj, C.; Lee, J. A.; Padgen, M. R.; Ricco, A. J.; Timucin, L. R.; Gentry, D. M.; Gilroy, S.; Settles, A. M.; Santa Maria, S. R.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5055.pdf,"The BioSensor CubeSat aboard BioSentinel used an automated cell culture system to study radiation effects on yeast cells. BioSensor can host a diverse range of experiments, making it a leading candidate for future space biology studies on the moon.",
2024LPICo3063.5056E,Coordinated Microscale Observations of Unique Lithologies in Apollo Sample 15405,"Erickson, T. M.; Prissel, K.; Crow, C.; Christoffersen, R.; Barnes, J. J.; Buckley, W. P.; Eckley, S.; Hahn, T. J.; Keller, L. P.; Kent, J.; Kinny, P. D.; Setera, J. B.; Simon, J. I.; Valencia, S.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5056.pdf,"This abstract presents new geochemical, microstructural and geochronologic data from quartzmonzodiorite fragments within Apollo impact melt breccia 15405.",
2024LPICo3063.5057M,MoonWatcher Constellation for Next Generation Lunar Surface Mapping,"Morse, J.; Mangione, M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5057.pdf,"The MoonWatcher six-satellite constellation is designed to bring high-resolution (less than 10 cm), high-cadence, multi-spectral mapping techniques to the Moon to serve the scientific, exploration and national security communities.",
2024LPICo3063.5058M,Lunar Science and Mission Systems Integration for Real-Time Long Duration Remote Robot Surface Operations,"Mirmalek, Z.; Colaprete, A.; Lees, D.; Lim, D. S. S.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5058.pdf,Discussed are some findings from the VIPER mission on the process of integrating lunar science with mission system operations for real-time long duration remote robot surface operations.,
2024LPICo3063.5059C,The Volatiles Investigating Polar Exploration Rover (VIPER) Mission Update,"Colaprete, A.; Lim, D. S. S.; Ennico-Smith, K.; Mirmalek, Z.; Elphic, E. C.; Zacny, K.; Captian, J.; Betyer, R.; Shirley, M.; Balaban, E.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5059.pdf,"This update will provide the LEAG the most current plans for VIPER, including potential commercial and governmental partnerships and closeout plans, including potential rover storage or disassembly.",
2024LPICo3063.5060L,Geotechnical Assessment of Trafficability On Regolith (GATOR) Using the RIDER Terramechanics Testbed,"Lucas, M. P.; Neal, C. R.; Long-Fox, J. M.; Blandin, G.; Glover, A.; Easter, P.; Conroy, M.; Britt, D.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5060.pdf,The GATOR project using the RIDER terramechanics rig experimented with three rover prototype wheels on a replicated 2-layer lunar highlands regolith column to measure the effect that repeated traffic has on the geotechnical properties of the regolith.,
2024LPICo3063.5061M,Crisium: Unveiling Volcanic Diversity Beyond the Procellarum Kreep Terrane,"Morgan, G. A.; Weitz, C. M.; Berman, D. C.; Jawin, E. R.; Russell, M. B.; Campbell, B. A.; Patterson, G. W.; Stickle, A. M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5061.pdf,"Despite being situated well beyond the PKT, the Crisium region hosts a diverse range of volcanic structures. We will present an integrated analysis of the Crisium region, with a focus on radar data, to propose high-value future landing sites.",
2024LPICo3063.5062L,"Optimizing Astronaut Traverses at the Lunar South Pole Using Geologic Maps, Science Stations, and the LunarTRAV Geospatial Tool","Luna, J. W.; Hollingsworth, I. L.; Lamantia, A. M.; Li, P. C.; Sutherland, C. J.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5062.pdf,"We present a new geospatial tool, LunarTRAV, that considers surface EVA opportunities (e.g., science stations) and obstacles (e.g., hazards) and outputs the safest, most efficient path for crewed exploration.",
2024LPICo3063.5063B,System Health Enabled Realtime Planning Advisor (SHERPA) and Its Use in Lunar Exploration,"Balaban, E.; Banerjee, S.; Booth, Z.; Ott, J.; Astle, E.; Shirley, M.; Bradner, K.; Colaprete, A.; Viper Science Team; Viper Mission Systems Team; Viper Mission Systems Engineering Team",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5063.pdf,SHERPA (System Health Enabled Realtime Planning Advisor) is an AI decision support system for space missions. It currently serves as the primary strategic mission planning system on the Volatiles Investigating Polar Exploration Rover (VIPER) mission.,
2024LPICo3063.5064V,Hydrolox Mass Economy of Intralunar Resource Transportation,"Van Cleve, J. E.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5064.pdf,"I discuss ballistic trajectories of tankers carrying hydrogen, oxygen, or water from the Polar regions to 3He mines, rare earth refineries, or settlements in Equatorial regions. Destination regolith-derived O2 makes this 2 to 18x as effective.",
2024LPICo3063.5065S,Optimizing Lunar Exploration: A Multi-Dimensional Approach to Landing Site Selection,"Speyerer, E. J.; Robinson, M. S.; Bussey, B. D.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5065.pdf,"A comprehensive lunar landing site selection approach integrates static and dynamic datasets from the Lunar Reconnaissance Orbiter. It assesses terrain, lighting, and communication conditions to identify safe and scientifically valuable locations.",
2024LPICo3063.5066L,An Alternative Human Landing System Leveraging Nova-C and Crew Dragon Heritage,"Longo, A. Z.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5066.pdf,Challenges associated with HLS development endanger the objectives of the Artemis program. This presentation will present a conceptual lander that can return astronauts to the Moon by 2029. Its design is based on Crew Dragon and Nova-C heritage.,
2024LPICo3063.5067S,Infrared Color Video for Artemis EVAs,"Saper, L.; Heine, R.; Liu, Y.; Parekh, R. A.; Sellar, R. G.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5067.pdf,We tested a wearable short-wave infrared camera for false-color video during Artemis EVAs.,
2024LPICo3063.5068M,Summary of Apollo Next Generation Sample Analysis (ANGSA) and Insights for Artemis Preliminary Examination Activities,"McCubbin, F. M.; Shearer, C. K.; Barnes, J. J.; Burgess, K.; Cohen, B. A.; Curran, N.; Dyar, M. D.; Elsila, J. E.; Gillis-Davis, J. J.; Gross, J.; Sehlke, A.; Welten, K. C.; Zeigler, R. A.; The Angsa Science Team",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5068.pdf,This abstract summarizes ANGSA and provides lessons learned from ANGSA for Artemis Preliminary Examination activities.,
2024LPICo3063.5069G,Detecting the Gravitational Wave Linear Memory from Core-Collapse Supernovae Using the Moon,"Gill, K.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5069.pdf,The detection of gravitational waves (GWs) from core-collapse supernovae has been long overdue. The current detection range is limited to 10 kpc. A lunar GW detector would extend this detection range to several megaparsecs.,
2024LPICo3063.5070A,"Emirates Lunar Mission Past, Present, and Future","Almarzooqi, H.; Almatroushi, H.; Els, S. G.; Almaeeni, S.; Alzaabi, M.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5070.pdf,The Emirates Lunar Mission (ELM) was established in 2019 with the aim to develop and land a series of small rovers to different sites on the lunar surface. This abstract describes the three rovers under the ELM program.,
2024LPICo3063.5071S,Trace Element Analyses of Plagioclase from Troctolite 76535 and Implications for Mg-Suite Petrogenesis,"Spring, I.; Mallik, A.; Moitra, P.; Kirk, J.; Borg, L.; Hervig, R.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5071.pdf,We present the results of chemical analyses of 76535 plagioclase and two different calculations of the Mg-suite parental liquid REE composition. The results of which show a clear KREEP signature in the Mg-suite parental liquid.,
2024LPICo3063.5072A,Mapping Geomechanical Gradients Using SPARTA,"Anderson, R. C.; Sollitt, L.; Buckowski, D.; Wyrick, D.; Long-Fox, J.; Duong, M.; Husson, N.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5072.pdf,Characterization of the subsurface and determining the spatial distribution of regolith geomechanical properties is critical for the operational success of all future planetary landed science missions.,
2024LPICo3063.5073G,The Lunar Dawn Lunar Terrain Vehicle: Progressive Deployment of Lunar Surface Exploration and Science Capabilities,"Gemer, A. J.; Cyrus, J. A.; Meyen, F.; Cyrus, J. B.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5073.pdf,"The Lunar Dawn Lunar Terrain Vehicle (LTV) is a commercially developed and operated lunar mobility platform created by Lunar Outpost in partnership with General Motors, MDA, Goodyear, and Leidos Dynetics, enabling excellent lunar surface science data return.",
2024LPICo3063.5074S,The Lunar Mapping Program (LMAP): An Innovative Approach to Targeted Lunar Geologic Mapping in Support of Future Exploration,"Skinner, J. A.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5074.pdf,"The Lunar Mapping Program (LMAP), a pilot project funded by NASA and run by the USGS, seeks to innovate lunar geologic mapping, particularly in the lunar south pole, through a team-based approach.",
2024LPICo3063.5075Y,Heimdall Camera System: Science Goals and Specifications,"Yingst, R. A.; Cohen, B. A.; Garry, W. B.; Garvin, J. B.; Gregg, T. K. P.; Henderson, M. M.; Manzoni, C.; May, B. H.; Minitti, M. E.; Ravine, M. A.; Young, K. E.",2024-10-00,http://www.hou.usra.edu/meetings/leag2024/pdf/5075.pdf,Gruithuisen Domes rise / and reveal their properties / to Heimdall's cameras,
