bibcode,url,title,abstract,pubdate,author,keywords
2023LPICo2887.2934P,https://www.hou.usra.edu/meetings/leag2023/pdf/2934.pdf,Primary Radiation Dose Around the Artemis III Candidate Landing Sites,The level of radiation exposure at a given location on the Moon is dependent on the amount incident above the local horizon. Here we consider the radiation exposure around the South Pole including the 13 candidate Artemis III landing sites.,2023-09-00,"Phipps, P. H.; Stubbs, T. J.; Looper, M. D.; Spence, H. E.; Townsend, L. W.",
2023LPICo2887.2935R,https://www.hou.usra.edu/meetings/leag2023/pdf/2935.pdf,Mini-RF S-Band Radar Characterization of a Tycho Ray over the Lunar South Pole,Radar reveals truth. / Hidden secrets of the Moon. / Tycho's ray shines bright!,2023-09-00,"Rivera-Valentín, E. G.; Fassett, C. I.; Denevi, B. W.; Neish, C. D.; Stickle, A. M.; Meyer, H. M.; Patterson, G. W.; Morgan, G. A.",
2023LPICo2887.2936K,https://www.hou.usra.edu/meetings/leag2023/pdf/2936.pdf,Experimental Results of Sublimation Loss from Open-Gap Lunar Water Extraction,This research examines the feasibility of extracting water from icy regolith with an open-gap system: how much of the ice in an ice-regolith mixture can be captured by a system that leaves narrow gaps between heated regolith simulant and a cryotrap?,2023-09-00,"Krause, T. S.; Thomas, F.; Gertsch, L.",
2023LPICo2887.2937J,https://www.hou.usra.edu/meetings/leag2023/pdf/2937.pdf,Relative Gravimetry in the Lunar Highlands Would Resolve Ambiguity in GRAIL Data,Ground-based gravity measurements in the lunar highlands (including the South Pole) could plausibly distinguish between various cratering paradigms.,2023-09-00,"James, P. B.; Broad, K.",
2023LPICo2887.2938S,https://www.hou.usra.edu/meetings/leag2023/pdf/2938.pdf,The Value of Geologic Mapping for a Sustained Presence on the Moon and Beyond,"We summarize efforts that can be employed to ensure geologic maps are available at the right time, at the right scale, and with the right content to support short- and long-term exploration of the lunar surface and beyond.",2023-09-00,"Skinner, J. A.; Luna, J. W.; Thomson, B. J.",
2023LPICo2887.2939D,https://www.hou.usra.edu/meetings/leag2023/pdf/2939.pdf,Lunar Vulkan Imaging and Spectroscopy Explorer (Lunar-VISE),"Lunar-VISE will land on the Gruithuisen Gamma dome and use its combined lander and rover payload to determine the composition and physical properties of the rocks and regolith comprising the domes, placing critical constraints on their formation mechanism.",2023-09-00,"Donaldson Hanna, K.; Benavente, J.; Bennett, K.; Denevi, B.; Dove, A.; Hagerty, J.; Hardgrove, C.; Hayne, P.; LaMee, A.; Landis, M.; Osterman, D.; Prettyman, T.; Shirley, K.; Siegler, M.; Sunshine, J.; Williams, J. -P.; Valencia, S.",
2023LPICo2887.2940S,https://www.hou.usra.edu/meetings/leag2023/pdf/2940.pdf,Detection of Evolved Granitic Lunar Volcanism at Compton-Belkovich,"Here we report a novel microwave-wavelength measurement of an anomalously hot region on the Moon that indicates the presence of a ~50 km diameter subsurface, granitic body beneath the farside, thorium-rich feature known as Compton-Belkovich.",2023-09-00,"Siegler, M.; Feng, J.; Lehman-Franco, K.; Andrews-Hanna, J.; Economos, R.; St. Clair, M.; Million, C.; Head, J.; Glotch, T.; White, M.",
2023LPICo2887.2941M,https://www.hou.usra.edu/meetings/leag2023/pdf/2941.pdf,Rover Testing for Lunar Landing Sites and Terrains: Exploring Lunar Analogues on Vulcano Island,This abstract talks about the importance of authentic analogue terrain for rover field testing.,2023-09-00,"Molony, S. M.; Dominguez, R. D.; Fox, L. F.; Stark, T. S.; Willenbrock, P. W.; Felmet, A. F.; Planitzer, T. P.; Stapperfend, S. S.; Foing, B. F.",
2023LPICo2887.2942D,https://www.hou.usra.edu/meetings/leag2023/pdf/2942.pdf,Artemis Program: An Open Gate to Private-Public Partnerships to Develop a Lunar-Based Economy,This paper investigates the Artemis program as an opportunity to strengthen private-public partnerships to foster Moon exploration through the Commercial Lunar Payloads Services (CLPS) and the subsequent economic and scientific opportunities.,2023-09-00,"Duboille, C.; Foing, B.",
2023LPICo2887.2943F,https://www.hou.usra.edu/meetings/leag2023/pdf/2943.pdf,"Preparing Artemis Base Camp: Highlights From Ilewg, LUNEX Euromoonmars, IMA International MoonBase Alliance, and EuroSpaceHub Academy","Activities and results preparing for exploration and Artemis Base Camp, from 2009 with ILEWG/LUNEX EuroMoonMars program in Data Analysis, Instrumentation, Field Work, and Astronautics, now upscaled with International MoonBase Alliance IMA, and EuroSpaceHub.",2023-09-00,"Foing, B. H.; Ilewg Cospar; Lunex Team; Euromoonmars Team; Ima International Moonbase Alliance; Eurospacehub Academy; Sri Space Renaissance International",
2023LPICo2887.2944V,https://www.hou.usra.edu/meetings/leag2023/pdf/2944.pdf,Human Factor in an Analog Lunar Habitat: EuroSpaceHub and EMMPOL18 2023 Campaigns and Lessons for Artemis Base Camp,"EMMPOL18 is a one-week isolation mission taking place in Poland which serve as training program for analog astronaut, it allows to conduct experience inside the habitat that can be re-create in a moon-base environment.",2023-09-00,"Vandycke, R.; Neuman, T.; Sekara, S.; Shinde, D. K.; Foing, B.",
2023LPICo2887.2945O,https://www.hou.usra.edu/meetings/leag2023/pdf/2945.pdf,Toward an Array-Based Passive Seismic Experiment at the Lunar South Pole for Water Ice Prospecting and Geotechnical Characterization of the Regolith,We show progress toward our goal of conducting an array-based passive seismic imaging experiment near the lunar south pole to illuminate water ice deposits and determine the geotechnical properties of the regolith for critical infrastructure planning.,2023-09-00,"Olivier, G.; O'Neill, C.; Aubert, J.; Pearson, M.",
2023LPICo2887.2946F,https://www.hou.usra.edu/meetings/leag2023/pdf/2946.pdf,"On the Governance of Early Lunar Operations: Solving ""The Dust Problem""",This paper correlates how the physics of lunar dust adhesion provides the basis for dust mitigation per surface repulsion (passive strategy of surface etching) or dust migration (active strategy of electrodynamics dust shielding). EVAs vs. robotics.,2023-09-00,"Freeman, R. H.",
2023LPICo2887.2947B,https://www.hou.usra.edu/meetings/leag2023/pdf/2947.pdf,Shape-from-Shading Topography: Applications to Upcoming Human and Robotic Exploration of the Moon,We outline a processing pipeline for generating meter-scale topography products that would be broadly applicable to landing site selection and mission planning for upcoming human and robotic exploration of the lunar south polar region and beyond.,2023-09-00,"Boatwright, B. D.; Head, J. W.",
2023LPICo2887.2948B,https://www.hou.usra.edu/meetings/leag2023/pdf/2948.pdf,NASA STMD LSII/LSIC ISRU Focus Group Update and Path Forward,"An update and future plans for the Lunar Surface Innovation Consortium's (LSIC) ISRU Focus Group, aimed at advancing technologies for the collection, processing, storing, and use of material on the lunar surface.",2023-09-00,"Berdis, J. R.; Hibbitts, C. A.; Nord, M.; Miller, R.; Burke, P.; Smith, D.; John, J.",
2023LPICo2887.2949N,https://www.hou.usra.edu/meetings/leag2023/pdf/2949.pdf,Exploration of the Moon at the Microscale Using the Advanced Multispectral Infrared Microimager (AMIM),"AMIM is a compact instrument for future robotic and human missions that provide spatially‑correlated mineralogy and microtexture of rocks, soils, and ices in situ at the microscale for characterizing planetary surfaces and prospecting for resources.",2023-09-00,"Núñez, J. I.; Klima, R. L.; Murchie, S. L.; Lees, J.; Lehtonen, S. J.; Maas, B. J.; Goldberg, A. C.; Bekker, D. L.; Rorschach, K. L.; Seelos, F. P.; Wylie, B. M.; Greenhagen, B. T.",
2023LPICo2887.2950S,https://www.hou.usra.edu/meetings/leag2023/pdf/2950.pdf,"Updates on Mini-RF Operations, Data, and Applicability to Artemis Landing Zone Characterization","We will provide updates on current Mini-RF operations, newly re-processed data products, and newly collected data that can be used for Artemis zone and landing site characterization, with examples from current products over Artemis zones.",2023-09-00,"Stickle, A. M.; Patterson, G. W.; Morgan, G. A.; The Mini-RF Team",
2023LPICo2887.2951M,https://www.hou.usra.edu/meetings/leag2023/pdf/2951.pdf,"Permanently Shadowed Regions Have Light, but How Much? A Case Study at the Artemis Candidate Landing Regions","All PSRs, even the darkest, coldest ones are not completely dark and have light from indirect illumination. ShadowCam images enable comparison of the available illumination to human work conditions.",2023-09-00,"Mahanti, P.; Wagner, R. V.; Robinson, M. S.",
2023LPICo2887.2952K,https://www.hou.usra.edu/meetings/leag2023/pdf/2952.pdf,Geologically Recent Regolith Drainage into Subsurface Voids: Implications for Lunar Exploration,"Lunar ""spiders"" a rare new type of small young features, are formed by regolith drainage into shallow subsurface voids after geologically recent partial collapse of the voids' roofs. Unstable void roofs can pose a hazard for surface operations.",2023-09-00,"Kreslavsky, M. A.; Head, J. W.",
2023LPICo2887.2953W,https://www.hou.usra.edu/meetings/leag2023/pdf/2953.pdf,Near-Infrared Photometry of Future Landing Sites from the Lunar Orbiter Laser Altimeter (LOLA),Near-IR photometry from LOLA is available at low- to mid-latitude CLPS landing sites and can be used to infer surface properties of the regions of interest and place the results in the global geological context.,2023-09-00,"Walker, R. T.; Barker, M. K.; Mazarico, E.; Sun, X.; Neumann, G. A.; Smith, D. E.; Zuber, M. T.; Head, J. W.",
2023LPICo2887.2954E,https://www.hou.usra.edu/meetings/leag2023/pdf/2954.pdf,"Lunar Trailblazer: A Pioneering Smallsat for Lunar Water, Lunar Geology, and Landing Site Reconnaissance","NASA's smallsat mission for understanding the Moon's water and water cycle is in the final stages of assembly and testing, and as-built characteristics of the delivered flight system will be described.",2023-09-00,"Ehlmann, B. L.; Klima, R. L.; Blaney, D.; Bowles, N.; Dickson, J.; Donaldson Hanna, K.; Edwards, C. S.; Green, R.; House, M. A.; Miura, J.; Pieters, C.; Thompson, D. R.; Lunar Trailblazer Team",
2023LPICo2887.2955L,https://www.hou.usra.edu/meetings/leag2023/pdf/2955.pdf,Commercial Lunar Payload Services (CLPS): Contracted Deliveries of NASA Payloads to the Moon,"Through the NASA CLPS initiative, NASA has selected 11 primary task order (TO) payload manifests for delivery by commercial lander vendors to the Moon. Here, we overview the science and tech demo payloads manifested on each TO.",2023-09-00,"Lederer, S. M.; Commercial Lunar Payload Services; Exploration Science Strategy; Integra",
2023LPICo2887.2956P,https://www.hou.usra.edu/meetings/leag2023/pdf/2956.pdf,Field Campaign to Test a Nano-Rover in a Moon-Analog Environment and 3D Mapping Using LiDAR and Stereoscopic Camera,"The campaign to test the planetary rover platform HiveR from NEUROSPACE was conducted on Vulcano Island, Italy. Vulcano features Moon and Mars Analogs. Tests included maneuverability and optical localization with stereo and LiDAR cameras.",2023-09-00,"Planitzer, T.; Stapperfend, S.; Fox, L.; Foing, B.; Unnithan, V.",
2023LPICo2887.2957T,https://www.hou.usra.edu/meetings/leag2023/pdf/2957.pdf,Supporting A New Lunar Geologic Mapping Campaign,"Systematic geologic mapping campaigns were conducted in the Apollo era to support landed missions. We are overdue for a renewal of a funded, systematic lunar mapping campaign to enable future mission support, site selection, and characterization.",2023-09-00,"Thomson, B. J.; Williams, D. A.; Luna, J. W.",
2023LPICo2887.2958B,https://www.hou.usra.edu/meetings/leag2023/pdf/2958.pdf,Candidate Lunar Traverse Gravimetry Investigations Enabled by the VEGA Gravimeter,The VEGA space gravimeter (TRL 5/6) enables several science studies to constrain sub-surface density distribution of lunar geological features. We show through survey design and modelling how surface gravimetry addresses specific science questions.,2023-09-00,"Braun, A.; Carroll, K. A.; Ermakov, A.",
2023LPICo2887.2959M,https://www.hou.usra.edu/meetings/leag2023/pdf/2959.pdf,Canadian Lunar Surface Exploration Initiatives,"In 2019, the Canadian Prime Minister announced that ""Canada is reaching for the Moon."" Two surface missions have been planned: the Lunar Rover Mission and the Lunar Science Instrument. The next one is to develop a Lunar Utility Vehicle for Artemis.",2023-09-00,"Morisset, C. -E.; Picard, M.; Hill, P.; Haltigin, T.; Bergeron, M.; Saint-Jacques, D.; Lange, C.",
2023LPICo2887.2960J,https://www.hou.usra.edu/meetings/leag2023/pdf/2960.pdf,Lunar Far Side Volcanism: More than Just Mantle Overturn,We discuss a number of unique far side volcanic targets of opportunity that could be explored by the Endurance mission.,2023-09-00,"Jozwiak, L. M.; Meyer, H. M.",
2023LPICo2887.2961S,https://www.hou.usra.edu/meetings/leag2023/pdf/2961.pdf,Visualizing Lunar Vertex Image Data with the Small Body Mapping Tool,"The Small Body Mapping Tool will be updated for Lunar Vertex in the following areas: distortion models, landed visualizations, and preparing the SBMT for Lunar Vertex. This presentation will discuss improvements in each of the areas.",2023-09-00,"Steele, R. J.; Cheung, E. S.; Doku, I. Y.; Johnson, A. R.",
2023LPICo2887.2962C,https://www.hou.usra.edu/meetings/leag2023/pdf/2962.pdf,"Coordinating Laboratory Analyses on Small Lunar Samples: Advantages, Challenges, and Lessons Learned","We present an overview of three investigations of Endurance A-sized samples. Their small masses can pose many logistical and scientific challenges. We will discuss the advantages, challenges, and lessons learned from working with small lunar samples.",2023-09-00,"Crow, C. A.; Barnes, J. J.; Brounce, M.; Borg, L. E.; Boyce, J.; Davis, J.; Diaz, C.; Economos, R.; Erickson, T.; Flowers, R. M.; Jolliff, B.; Lehman-Franco, K.; Shearer, C.; Wilbur, Z. E.",
2023LPICo2887.2963K,https://www.hou.usra.edu/meetings/leag2023/pdf/2963.pdf,Lunar Intermediate Infrared Imaging Spectrometer (LIIRIS) for Mafic Mineral Composition and Direct H2O Detection,"We describe the design of the Lunar Intermediate Infrared Imaging Spectrometer (LIIRIS), which will measure emitted thermal radiation from the surface of the Moon to determine mineral composition and detect H2O.",2023-09-00,"Kremer, C. H.; Bender, H. A.; Mustard, J. F.; Pieters, C. M.; Green, R. O.; Vinckier, Q.; Gunapala, S. D.; Bramble, M. S.; Parman, S. W.",
2023LPICo2887.2964B,https://www.hou.usra.edu/meetings/leag2023/pdf/2964.pdf,The Endurance Lunar Rover Mission Study Status,The Endurance lunar sample return mission was recommended in 2022 by the National Academy's Planetary Science and Astrobiology Decadal Survey as a high-priority strategic medium-class mission to the NASA Lunar Development and Exploration Program.,2023-09-00,"Baker, J. D.; Keane, J. T.",
2023LPICo2887.2965H,https://www.hou.usra.edu/meetings/leag2023/pdf/2965.pdf,Mare Mesas in Mare Fecunditatis: Characteristics of a Newly Documented Class of Mare Volcanic Features,"We document ""Mare Mesas,"" an unusual class of mare volcanic features in Mare Fecunditatis, steep-sloped, flat-topped hills less than a few kilometers across and tens of meters high, and encourage the search for more examples.",2023-09-00,"Head, J. W.; Ivanov, M. A.",
2023LPICo2887.2966G,https://www.hou.usra.edu/meetings/leag2023/pdf/2966.pdf,Investigating Lunar Polar Thermal Environments In Situ with the LAFORGE Instrument Aboard the CSA Lunar Rover Mission,"LAFORGE is a multispectral thermal infrared (TIR) imaging radiometer designed to maximize temperature accuracy, especially at very low temperatures. It will fly on the CSA Lunar Rover Mission as early as 2026.",2023-09-00,"Greenhagen, B. T.; Cahill, J. T. S.; Elder, C. M.; Siegler, M. A.; Warren, T.; Ryan, K.; Clyde, B.",
2023LPICo2887.2967T,https://www.hou.usra.edu/meetings/leag2023/pdf/2967.pdf,Lunar Magnetism Studies Facilitated by the Endurance Mission Concept,We describe how new samples and measurements facilitated by Endurance could transform our understanding of lunar magnetism.,2023-09-00,"Tikoo, S. M.",
2023LPICo2887.2968S,https://www.hou.usra.edu/meetings/leag2023/pdf/2968.pdf,"Artemis Zone Landing Sites, Science, and Suitability for a Base Camp",We identified multiple sites of special scientific interest near potential landing sites. Several are compelling targets of extended investigations that could be serviced from a base camp.,2023-09-00,"Stopar, J. D.; Syposs, J. T.",
2023LPICo2887.2969C,https://www.hou.usra.edu/meetings/leag2023/pdf/2969.pdf,Sustained Low Altitude Lunar Orbit Mission to Map Resource (SLALOM MapR),"The Sustained Low Altitude Lunar Orbit Mission to Map Resource (SLALOM MapR) brings sensors closer to the lunar surface, enhancing the potential for resource prospecting and scientific monitoring of the lunar environment.",2023-09-00,"Chikine, S. C.; Johnson, T. J.; Parker, J. P.; Gardner, T. G.; Imler, P. I.",
2023LPICo2887.2970H,https://www.hou.usra.edu/meetings/leag2023/pdf/2970.pdf,"Lunar Water Ice, O2, and Metals Derived from the Lunar Regolith: Some Thoughts on the Linkage Between Science Measurements and ISRU Needs","Science measurements of the lunar surface including composition (elemental and mineralogy), morphology, and stratigraphy, would provide valuable, even essential, information for the implementation of ISRU systems for water, O2, and metal extraction.",2023-09-00,"Hibbitts, C. A.; Nord, M.; Berdis, J.; Miller, R.",
2023LPICo2887.2971P,https://www.hou.usra.edu/meetings/leag2023/pdf/2971.pdf,The Lunar Exploration and Science Orbiter (LExSO): Preparing for a Post-LRO Luna-Verse,"LRO, a most remarkable asset, may not last forever. Here we report on work to develop a mission concept for a robust post-LRO mission called LExSO, a mission responsive to the recent LEAG CLOC-SAT report.",2023-09-00,"Petro, N. E.",
2023LPICo2887.2972O,https://www.hou.usra.edu/meetings/leag2023/pdf/2972.pdf,Mochii'L Spectroscopic Electron Microscope: A Remote-Controlled Lunar Surface Geochemical Analyzer,"Mochii L is a mobile mini spectroscopic scanning electron microscope for the lunar surface, providing insights into the formation and evolution of the Lunar surface, aiding EVA sample selection, and helping define future ISM/ISRU workflows.",2023-09-00,"Own, C. S.; Thomas-Keprta, K. T.; Clemett, S.; Rahman, Z.; Martinez, J.; Abel, P.; Dunand, D. C.; Pettit, D. R.",
2024LPICo3007.3445C,http://www.hou.usra.edu/meetings/tenthmars2024/pdf/3445.pdf,"Expanding Access and Usability of Spacecraft Data: The Mars Exploration Rovers Portal to Observations, Resources, and Tools to Advance Legacy Science (MER PORTAL)",Through the MER PORTAL / People will learn how to find / and use MER data.,2024-07-00,"Cole, S. B.; Aubele, J. C.; Farrand, W. H.; Lu, S.; Lynch, K. L.; Mer Portal Team",
2024LPICo3040.1026S,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1026.pdf,Updates from Planetary Science Division's Here to Observe (H2O) Program,"We will present updates and preliminary outcomes from PSD's H2O Program, summarize opportunities for participation, and address questions about the proposal submission process or status of participating PSD missions.",2024-03-00,"Smith, D. J.; Lang, N. P.; Moore, L.; Niebur, C.; Rinehart, S.; Santiago-Materese, D.; Thompson, M.; Throop, H.; Vander Kaaden, K. E.",
2024LPICo3040.1167N,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1167.pdf,Inclusion Plans in NASA's Science Mission Directorate for ROSES-2024,"All people deserve / To feel included, with help / From Inclusion Plans.",2024-03-00,"Nahm, A. L.; Watkins, R. N.",
2024LPICo3040.1293P,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1293.pdf,Europa Clipper: Seven Months to Launch!,Just seven months hence / Europa Clipper begins / Its wonderful trek.,2024-03-00,"Pappalardo, R. T.; Buratti, B.; Korth, H.; Blaney, D.; Blankenship, D. D.; Burch, J.; Christensen, P.; Kempf, S.; Kivelson, M.; Luspay-Kuti, A.; Mazarico, E.; Retherford, K.; Turtle, E.; Craft, K.; Glein, C.; McKinnon, W.; Moore, J. M.; Patterson, G. W.; Raymond, C.; Soderlund, K.; Trumbo, S.; Daubar, I.; Howell, S.; Klima, R.; Leondar, E.; Matiella Novak, A.; Phillips, C.; Paczkowski, B.; Ray, T.; Europa Clipper Science Team",
2024LPICo3040.1365V,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1365.pdf,"Diversity, Equity, Inclusion, and Accessibility Initiatives on the Mars 2020 Science Team and Implications for NASA Planetary Science Missions","We describe the initiatives facilitated by the DEIA working group for the Mars 2020 Science Team and barriers faced in their implementation; these include team guidelines, discussions, training, mentoring, and a survey.",2024-03-00,"Vaughan, A.; Ravanis, E.; Newman, C.; Jensen, E.; Patel, P.; Herweigh, C.; Stack, K. M.; Simon, J. I.; Herd, C. D. K.; Connell, S. A.; Bell, J.; Cloutis, E. A.",
2024LPICo3040.1367F,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1367.pdf,"Workforce Development, Diversity, Inclusion, Innovation and Entrepreneurship from LUNEX EuroMoonMars and EuroSpaceHub Academy","Activities from ILEWG LUNEX Euro-MoonMars, EuroSpaceHub Academy, SRI and partners for WorkForce Development in Space and Planetary Research, Innovation, Interdisciplinarity, Diversity, Inclusion, Accessibility , Astronautics and Entrepreneurship.",2024-03-00,"Foing, B.; Rogers, H.; Pascual, J.; Puriené, V.; Fazel, F.; Ropero, A.; Claeys, K.; Ducai, T.; Crotti, S.; Tagne, D.; Vleugels, S.; Swida, O.; Hoogenboom, R.; Abbink, D.; Kolodziejczyk, A.; Perrier, I. R.; Baatout, S.; Pavanello, S.; Stoker, C.; Ehrenfreund, P.; Lee, T.; Musilova, M.; Heemskerk, M.; Pouwels, C.; Tavernier, A.; McGrath, K.; Robertson, C.; Horvatt, I.; Balfe, M.; Laffey, J.; Tyndall, C.; Harvey, M.; Ehreiser, A.; Schlarmann, L.; Reymens, B.; Sol, P.; Gautam, K.; Wedler, A.; Autino, A.; Heinz, S.; Pelton, J.; Crisafulli, J.; Beldavs, V.; Tacchini, D.; Hutchinson, A.; Duboille, C.; Gil Navidad, M.; Foing, V.; Demir, B.; Reibaldi, G.; Mankins, J.; Molony, S.; Osoianu, D.; Ip-Jewell, S.",
2024LPICo3040.1431B,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1431.pdf,African Initiative for Planetary and Space Sciences,The African Initiative for Planetary and Space Science is a research network of scientists and science communicators. This presentation will briefly review the history and past achievements of the network and will present the roadmap of the next four years.,2024-03-00,"Baratoux, D. B.; Belhaï, D.; Chabou, C.; Chennaoui-Aoudjehane, H.; Douté, D.; Ezzine, I.; Korsaga, M.; Pitout, F.; Quesnel, Y.; Quitte, G.; Rajaonarivelo, A.; Sapah, M. S.; Wieczorek, M.",
2024LPICo3040.1612S,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1612.pdf,The NASA Facility for Astromaterials Research at the Johnson Space Center — A National Laboratory for Planetary Research,"The NFAR at NASA Johnson Space Center is open to external users for planetary research and exploration. The facilities encompass a large number of analytical, experimental, and mission analog laboratories for planetary science.",2024-03-00,"Simon, J. I.; Berger, E. L.; Keller, L. P.; Prissel, T. C.; Rampe, E.; Righter, K.",
2024LPICo3040.1673W,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1673.pdf,DEEPS CORES: Bridging the Gaps of Earth and Planetary Science Education in Providence Public School District,"Learn more about ""DEEPS CORES,"" an initiative to introduce Providence, RI high school students to Earth and planetary sciences.",2024-03-00,"Wilk, K. A.; Prilipko Huber, O.; Razionale, D.; Bowers, S.; Shabtian, H.; Kimble, K.; Lo Piccolo, A.; Mason, A.; Krueger, H.; Garelick, S.; Sully, C.",
2024LPICo3040.1723J,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1723.pdf,Here to Observe: Kingsborough Community College and DragonFly,Engaging students / At community college / We're here to observe!,2024-03-00,"Jaret, S. J.; Weisberg, M. K.; Park, J.; Pontefract, A.",
2024LPICo3040.1739M,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1739.pdf,Improving Inclusivity and Accessibility in Planetary Science in Remote Field Courses,"Presentation on accessible and inclusive teachings of planetary and Earth sciences through remote field courses, with the NSF GeoSPACE program as a case study.",2024-03-00,"Meier, M. L.; Thatcher, S.; Piatek, J. L.; Marshall, A.; Arroyo, Y.; Leon, S. C.; Williams, A. J.; Collins, T.; Gallant, E.; Elardo, S.; Williams, D. A.",
2024LPICo3040.1796L,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1796.pdf,"The NASA Planetary Science Summer School: Instructional Principles, Focus on Increasing Inclusivity and Demographic Data","NASA's early-career mission design Planetary Science Summer School's instructional design principles include authentic learning experiences and design thinking, using DEIA considerations in applications, review and selection, and climate and environment.",2024-03-00,"Lowes, L. L.; Scully, J. E. C.; Keane, J. T.; Hudson, T. L.; Nash, A. E.; Armijo, J.; Rodriguez, B.",
2024LPICo3040.1850T,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1850.pdf,Results of the 2023 Mental Health Survey of the Planetary Science Community,"Marginalized groups and graduate students continue to experience more severe mental health symptoms than the dominant population and other career stages. Also, we explore potential factors contributing to mental health concerns within the community.",2024-03-00,"Trang, D.; Swafford, C. E. M.; Vance, S. D.; Davidson, J.; Filiberto, J.; Richey, C. R.",
2024LPICo3040.1972C,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1972.pdf,Investigating the Career Paths of New Frontiers and Discovery Program Proposal PIs,NASA's must stop relying on past mission experience to organically and passively grow experienced PIs and instead take a more proactive role training scientists to serve as a mission PI.,2024-03-00,"Chu, A.; Niebur, C.",
2024LPICo3040.1986S,http://www.hou.usra.edu/meetings/lpsc2024/pdf/1986.pdf,Examining Science Productivity of Data Analysis Programs (DAPs) with Comparison to Prime and Extended Missions,This work completes an analysis of the scientific productivity of the science teams for prime and extended missions as well as the Data Analysis Programs funding non-team members.,2024-03-00,"Shteynberg, E.; Niebur, C.",
2024LPICo3040.2015J,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2015.pdf,The NASA Science Mission Directorate's ROSES 2021 Research and Analysis Yearbook: An Online Resource for Programmatic and Self-Reported Demographic Data,"The NASA SMD ROSES 2021 Research and Analysis Yearbook is a new, online resource to provide relevant science communities and the public with data about ROSES 2021, including demographic data analyses of proposers and programmatic information.",2024-03-00,"Jensen, H. B.; Pappas, L. L.; Taha, N. A.; New, M. H.",
2024LPICo3040.2068Q,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2068.pdf,A Historically Black College and University (HBCU) Pilot Program to Aid in the Diversification of the Planetary Science Pipeline,We describe the initiation of a pilot program that introduces HBCUs to the field of planetary science via a collaborative partnership between planetary scientists at NASA Goddard Space Flight Center and the Department of Physics at Howard University.,2024-03-00,"Quick, L. C.; Alfred, M.; Petro, N.; Tucker, O. J.; Ahrens, C.; Domagal-Goldman, S. D.; Wilk, K. A.; Young, A. V.",
2024LPICo3040.2083S,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2083.pdf,"Beyond Permits, Toward Relationships: New NASA Planetary Science Division ROSES Requirements for Ethics in Fieldwork","NASA's Planetary Science Division has created a revised section of the omnibus solicitation system, ROSES, to ensure the fieldwork it funds reflects emergent ethics, especially where relationship with Indigenous communities is concerned.",2024-03-00,"Scalice, D.; Kirven-Brooks, M.; Gronstal, A.; Martin, M.; Eckman, R.; Santiago-Materese, D.; Thompson, M.; Williams, C.; Wade, J.; Voytek, M.",
2024LPICo3040.2191R,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2191.pdf,CERES: A Small but Mighty Culturally Inclusive Planetary Science Iterative Engagement Planning Strategy,"CERES (Community, Empathy, Relensify, Engagement, Self-Reflection) is a new iterative engagement planning strategy developed for Planetary ReaCH to give the planetary science community a concrete tool to engage culturally diverse audiences.",2024-03-00,"Rojas, C.; Rubino-Hare, L.; Lynch, K. L.; Rivera-Valentín, E. G.; Shupla, C.; Buxner, S.; Shaner, A.",
2024LPICo3040.2287G,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2287.pdf,Statistics for IAU-Approved Planetary Nomenclature Help Chart an Effective Strategy for Diversity and Inclusion,"We have used the database of ~16,000 IAU-approved feature names to determine whether IAU nomenclature has become more diverse and inclusive in the last decade. Gender and geographic diversity have both increased during this period.",2024-03-00,"Gaither, T. A.; Black, S. R.; Bogle, S. R.; Skinner, J. A.",
2024LPICo3040.2550Z,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2550.pdf,NASA'S SMD Bridge Program: A Co-Created Program that Funds Faculty and Students at Under-Resourced Emerging Research Institutions,NASA's SMD Bridge Program was co-created with the science community. It funds meaningful research experiences that partner faculty and students at underresourced emerging research institutions with NASA scientists and engineers.,2024-03-00,"Zellner, N. E. B.; Boyd, P.; Villanueva, S.; Alexander, V.; Scalice, D.; Balachandran, L.; Nuñez, J.; Hart, B.; Gonzales, E.; Ferrell, T.",
2024LPICo3040.2564B,http://www.hou.usra.edu/meetings/lpsc2024/pdf/2564.pdf,VIRTEX: Scientists Supporting the Next Generation in STEM,"This presentation is a review of the VIRTEX (VIRtual Trips to EXtreme Environments) project, a newly-funded, informal education program that will connect middle school-aged learners with NASA science, careers, and mentors.",2024-03-00,"Beaudoin, G. M.; Shupla, C.",
